TrapCoded,RESTUANS,PIPIENS,DaylightMinutes,DewPoint,Tmax,Week,Dist_to_Closest_Spray,Days_Since_Spray
99,1,0,910,55,86,24,1.5,720
99,0,1,910,55,86,24,1.5,720
99,0,0,910,55,86,24,1.5,720
99,0,0,910,55,86,24,1.5,720
99,0,0,910,55,86,24,1.5,720
99,0,0,910,55,86,24,1.5,720
99,0,0,910,55,86,24,1.5,720
100,1,1,910,55,86,24,1.5,720
100,1,0,910,55,86,24,1.5,720
100,0,1,910,55,86,24,1.5,720
100,0,0,910,55,86,24,1.5,720
100,0,0,910,55,86,24,1.5,720
100,0,0,910,55,86,24,1.5,720
100,0,0,910,55,86,24,1.5,720
100,0,0,910,55,86,24,1.5,720
102,1,1,910,55,86,24,1.5,720
102,1,0,910,55,86,24,1.5,720
102,0,1,910,55,86,24,1.5,720
102,0,0,910,55,86,24,1.5,720
102,0,0,910,55,86,24,1.5,720
102,0,0,910,55,86,24,1.5,720
102,0,0,910,55,86,24,1.5,720
102,0,0,910,55,86,24,1.5,720
103,1,1,910,55,86,24,1.5,720
103,1,0,910,55,86,24,1.5,720
103,0,1,910,55,86,24,1.5,720
103,0,0,910,55,86,24,1.5,720
103,0,0,910,55,86,24,1.5,720
103,0,0,910,55,86,24,1.5,720
103,0,0,910,55,86,24,1.5,720
103,0,0,910,55,86,24,1.5,720
104,1,1,910,55,86,24,1.5,720
104,1,0,910,55,86,24,1.5,720
104,0,1,910,55,86,24,1.5,720
104,0,0,910,55,86,24,1.5,720
104,0,0,910,55,86,24,1.5,720
104,0,0,910,55,86,24,1.5,720
104,0,0,910,55,86,24,1.5,720
104,0,0,910,55,86,24,1.5,720
105,1,1,910,55,86,24,1.5,720
105,1,0,910,55,86,24,1.5,720
105,0,1,910,55,86,24,1.5,720
105,0,0,910,55,86,24,1.5,720
105,0,0,910,55,86,24,1.5,720
105,0,0,910,55,86,24,1.5,720
105,0,0,910,55,86,24,1.5,720
105,0,0,910,55,86,24,1.5,720
107,1,1,910,55,86,24,1.5,720
107,1,0,910,55,86,24,1.5,720
107,0,1,910,55,86,24,1.5,720
107,0,0,910,55,86,24,1.5,720
107,0,0,910,55,86,24,1.5,720
107,0,0,910,55,86,24,1.5,720
107,0,0,910,55,86,24,1.5,720
107,0,0,910,55,86,24,1.5,720
111,1,1,910,55,86,24,1.5,720
111,1,0,910,55,86,24,1.5,720
111,0,1,910,55,86,24,1.5,720
111,0,0,910,55,86,24,1.5,720
111,0,0,910,55,86,24,1.5,720
111,0,0,910,55,86,24,1.5,720
111,0,0,910,55,86,24,1.5,720
111,0,0,910,55,86,24,1.5,720
115,1,1,910,55,86,24,1.5,720
115,1,0,910,55,86,24,1.5,720
115,0,1,910,55,86,24,1.5,720
115,0,0,910,55,86,24,1.5,720
115,0,0,910,55,86,24,1.5,720
115,0,0,910,55,86,24,1.5,720
115,0,0,910,55,86,24,1.5,720
115,0,0,910,55,86,24,1.5,720
123,1,1,910,55,86,24,1.5,720
123,1,0,910,55,86,24,1.5,720
123,0,1,910,55,86,24,1.5,720
123,0,0,910,55,86,24,1.5,720
123,0,0,910,55,86,24,1.5,720
123,0,0,910,55,86,24,1.5,720
123,0,0,910,55,86,24,1.5,720
123,0,0,910,55,86,24,1.5,720
128,1,1,910,55,86,24,1.5,720
128,1,0,910,55,86,24,1.5,720
128,0,1,910,55,86,24,1.5,720
128,0,0,910,55,86,24,1.5,720
128,0,0,910,55,86,24,1.5,720
128,0,0,910,55,86,24,1.5,720
128,0,0,910,55,86,24,1.5,720
128,0,0,910,55,86,24,1.5,720
0,1,1,910,55,86,24,1.5,720
0,1,0,910,55,86,24,1.5,720
0,0,1,910,55,86,24,1.5,720
0,0,0,910,55,86,24,1.5,720
0,0,0,910,55,86,24,1.5,720
0,0,0,910,55,86,24,1.5,720
0,0,0,910,55,86,24,1.5,720
0,0,0,910,55,86,24,1.5,720
4,1,1,910,55,86,24,1.5,720
4,1,0,910,55,86,24,1.5,720
4,0,1,910,55,86,24,1.5,720
4,0,0,910,55,86,24,1.5,720
4,0,0,910,55,86,24,1.5,720
4,0,0,910,55,86,24,1.5,720
4,0,0,910,55,86,24,1.5,720
4,0,0,910,55,86,24,1.5,720
7,1,1,910,56,86,24,1.5,720
7,1,0,910,56,86,24,1.5,720
7,0,1,910,56,86,24,1.5,720
7,0,0,910,56,86,24,1.5,720
7,0,0,910,56,86,24,1.5,720
7,0,0,910,56,86,24,1.5,720
7,0,0,910,56,86,24,1.5,720
7,0,0,910,56,86,24,1.5,720
9,1,1,910,56,86,24,1.5,720
9,1,0,910,56,86,24,1.5,720
9,0,1,910,56,86,24,1.5,720
9,0,0,910,56,86,24,1.5,720
9,0,0,910,56,86,24,1.5,720
9,0,0,910,56,86,24,1.5,720
9,0,0,910,56,86,24,1.5,720
9,0,0,910,56,86,24,1.5,720
12,1,1,910,55,86,24,1.5,720
12,1,0,910,55,86,24,1.5,720
12,0,1,910,55,86,24,1.5,720
12,0,0,910,55,86,24,1.5,720
12,0,0,910,55,86,24,1.5,720
12,0,0,910,55,86,24,1.5,720
12,0,0,910,55,86,24,1.5,720
12,0,0,910,55,86,24,1.5,720
26,1,1,910,55,86,24,1.5,720
26,1,0,910,55,86,24,1.5,720
26,0,1,910,55,86,24,1.5,720
26,0,0,910,55,86,24,1.5,720
26,0,0,910,55,86,24,1.5,720
26,0,0,910,55,86,24,1.5,720
26,0,0,910,55,86,24,1.5,720
26,0,0,910,55,86,24,1.5,720
29,1,1,910,55,86,24,1.5,720
29,1,0,910,55,86,24,1.5,720
29,0,1,910,55,86,24,1.5,720
29,0,0,910,55,86,24,1.5,720
29,0,0,910,55,86,24,1.5,720
29,0,0,910,55,86,24,1.5,720
29,0,0,910,55,86,24,1.5,720
29,0,0,910,55,86,24,1.5,720
31,1,1,910,55,86,24,1.5,720
31,1,0,910,55,86,24,1.5,720
31,0,1,910,55,86,24,1.5,720
31,0,0,910,55,86,24,1.5,720
31,0,0,910,55,86,24,1.5,720
31,0,0,910,55,86,24,1.5,720
31,0,0,910,55,86,24,1.5,720
31,0,0,910,55,86,24,1.5,720
32,1,1,910,55,86,24,1.5,720
32,1,0,910,55,86,24,1.5,720
32,0,1,910,55,86,24,1.5,720
32,0,0,910,55,86,24,1.5,720
32,0,0,910,55,86,24,1.5,720
32,0,0,910,55,86,24,1.5,720
32,0,0,910,55,86,24,1.5,720
32,0,0,910,55,86,24,1.5,720
36,1,1,910,55,86,24,1.5,720
36,1,0,910,55,86,24,1.5,720
36,0,1,910,55,86,24,1.5,720
36,0,0,910,55,86,24,1.5,720
36,0,0,910,55,86,24,1.5,720
36,0,0,910,55,86,24,1.5,720
36,0,0,910,55,86,24,1.5,720
36,0,0,910,55,86,24,1.5,720
40,1,1,910,55,86,24,1.5,720
40,1,0,910,55,86,24,1.5,720
40,0,1,910,55,86,24,1.5,720
40,0,0,910,55,86,24,1.5,720
40,0,0,910,55,86,24,1.5,720
40,0,0,910,55,86,24,1.5,720
40,0,0,910,55,86,24,1.5,720
40,0,0,910,55,86,24,1.5,720
67,1,1,910,55,86,24,1.5,720
67,1,0,910,55,86,24,1.5,720
67,0,1,910,55,86,24,1.5,720
67,0,0,910,55,86,24,1.5,720
67,0,0,910,55,86,24,1.5,720
67,0,0,910,55,86,24,1.5,720
67,0,0,910,55,86,24,1.5,720
67,0,0,910,55,86,24,1.5,720
69,1,1,910,55,86,24,1.5,720
69,1,0,910,55,86,24,1.5,720
69,0,1,910,55,86,24,1.5,720
69,0,0,910,55,86,24,1.5,720
69,0,0,910,55,86,24,1.5,720
69,0,0,910,55,86,24,1.5,720
69,0,0,910,55,86,24,1.5,720
69,0,0,910,55,86,24,1.5,720
114,1,1,910,55,86,24,1.5,720
114,1,0,910,55,86,24,1.5,720
114,0,1,910,55,86,24,1.5,720
114,0,0,910,55,86,24,1.5,720
114,0,0,910,55,86,24,1.5,720
114,0,0,910,55,86,24,1.5,720
114,0,0,910,55,86,24,1.5,720
114,0,0,910,55,86,24,1.5,720
127,1,1,910,55,86,24,1.5,720
127,1,0,910,55,86,24,1.5,720
127,0,1,910,55,86,24,1.5,720
127,0,0,910,55,86,24,1.5,720
127,0,0,910,55,86,24,1.5,720
127,0,0,910,55,86,24,1.5,720
127,0,0,910,55,86,24,1.5,720
127,0,0,910,55,86,24,1.5,720
13,1,1,910,55,86,24,1.5,720
13,1,0,910,55,86,24,1.5,720
13,0,1,910,55,86,24,1.5,720
13,0,0,910,55,86,24,1.5,720
13,0,0,910,55,86,24,1.5,720
13,0,0,910,55,86,24,1.5,720
13,0,0,910,55,86,24,1.5,720
13,0,0,910,55,86,24,1.5,720
14,1,1,910,55,86,24,1.5,720
14,1,0,910,55,86,24,1.5,720
14,0,1,910,55,86,24,1.5,720
14,0,0,910,55,86,24,1.5,720
14,0,0,910,55,86,24,1.5,720
14,0,0,910,55,86,24,1.5,720
14,0,0,910,55,86,24,1.5,720
14,0,0,910,55,86,24,1.5,720
18,1,1,910,55,86,24,1.5,720
18,1,0,910,55,86,24,1.5,720
18,0,1,910,55,86,24,1.5,720
18,0,0,910,55,86,24,1.5,720
18,0,0,910,55,86,24,1.5,720
18,0,0,910,55,86,24,1.5,720
18,0,0,910,55,86,24,1.5,720
18,0,0,910,55,86,24,1.5,720
23,1,1,910,55,86,24,1.5,720
23,1,0,910,55,86,24,1.5,720
23,0,1,910,55,86,24,1.5,720
23,0,0,910,55,86,24,1.5,720
23,0,0,910,55,86,24,1.5,720
23,0,0,910,55,86,24,1.5,720
23,0,0,910,55,86,24,1.5,720
23,0,0,910,55,86,24,1.5,720
66,1,1,910,55,86,24,1.5,720
66,1,0,910,55,86,24,1.5,720
66,0,1,910,55,86,24,1.5,720
66,0,0,910,55,86,24,1.5,720
66,0,0,910,55,86,24,1.5,720
66,0,0,910,55,86,24,1.5,720
66,0,0,910,55,86,24,1.5,720
66,0,0,910,55,86,24,1.5,720
97,1,1,910,55,86,24,1.5,720
97,1,0,910,55,86,24,1.5,720
97,0,1,910,55,86,24,1.5,720
97,0,0,910,55,86,24,1.5,720
97,0,0,910,55,86,24,1.5,720
97,0,0,910,55,86,24,1.5,720
97,0,0,910,55,86,24,1.5,720
97,0,0,910,55,86,24,1.5,720
113,1,1,910,55,86,24,1.5,720
113,1,0,910,55,86,24,1.5,720
113,0,1,910,55,86,24,1.5,720
113,0,0,910,55,86,24,1.5,720
113,0,0,910,55,86,24,1.5,720
113,0,0,910,55,86,24,1.5,720
113,0,0,910,55,86,24,1.5,720
113,0,0,910,55,86,24,1.5,720
6,1,1,910,55,86,24,1.5,720
6,1,0,910,55,86,24,1.5,720
6,0,1,910,55,86,24,1.5,720
6,0,0,910,55,86,24,1.5,720
6,0,0,910,55,86,24,1.5,720
6,0,0,910,55,86,24,1.5,720
6,0,0,910,55,86,24,1.5,720
6,0,0,910,55,86,24,1.5,720
17,1,1,910,55,86,24,1.5,720
17,1,0,910,55,86,24,1.5,720
17,0,1,910,55,86,24,1.5,720
17,0,0,910,55,86,24,1.5,720
17,0,0,910,55,86,24,1.5,720
17,0,0,910,55,86,24,1.5,720
17,0,0,910,55,86,24,1.5,720
17,0,0,910,55,86,24,1.5,720
33,1,1,910,55,86,24,1.5,720
33,1,0,910,55,86,24,1.5,720
33,0,1,910,55,86,24,1.5,720
33,0,0,910,55,86,24,1.5,720
33,0,0,910,55,86,24,1.5,720
33,0,0,910,55,86,24,1.5,720
33,0,0,910,55,86,24,1.5,720
33,0,0,910,55,86,24,1.5,720
79,1,1,910,55,86,24,1.5,720
79,1,0,910,55,86,24,1.5,720
79,0,1,910,55,86,24,1.5,720
79,0,0,910,55,86,24,1.5,720
79,0,0,910,55,86,24,1.5,720
79,0,0,910,55,86,24,1.5,720
79,0,0,910,55,86,24,1.5,720
79,0,0,910,55,86,24,1.5,720
5,1,1,910,55,86,24,1.5,720
5,1,0,910,55,86,24,1.5,720
5,0,1,910,55,86,24,1.5,720
5,0,0,910,55,86,24,1.5,720
5,0,0,910,55,86,24,1.5,720
5,0,0,910,55,86,24,1.5,720
5,0,0,910,55,86,24,1.5,720
5,0,0,910,55,86,24,1.5,720
27,1,1,910,55,86,24,1.5,720
27,1,0,910,55,86,24,1.5,720
27,0,1,910,55,86,24,1.5,720
27,0,0,910,55,86,24,1.5,720
27,0,0,910,55,86,24,1.5,720
27,0,0,910,55,86,24,1.5,720
27,0,0,910,55,86,24,1.5,720
27,0,0,910,55,86,24,1.5,720
28,1,1,910,55,86,24,1.5,720
28,1,0,910,55,86,24,1.5,720
28,0,1,910,55,86,24,1.5,720
28,0,0,910,55,86,24,1.5,720
28,0,0,910,55,86,24,1.5,720
28,0,0,910,55,86,24,1.5,720
28,0,0,910,55,86,24,1.5,720
28,0,0,910,55,86,24,1.5,720
30,1,1,910,55,86,24,1.5,720
30,1,0,910,55,86,24,1.5,720
30,0,1,910,55,86,24,1.5,720
30,0,0,910,55,86,24,1.5,720
30,0,0,910,55,86,24,1.5,720
30,0,0,910,55,86,24,1.5,720
30,0,0,910,55,86,24,1.5,720
30,0,0,910,55,86,24,1.5,720
43,1,1,910,55,86,24,1.5,720
43,1,0,910,55,86,24,1.5,720
43,0,1,910,55,86,24,1.5,720
43,0,0,910,55,86,24,1.5,720
43,0,0,910,55,86,24,1.5,720
43,0,0,910,55,86,24,1.5,720
43,0,0,910,55,86,24,1.5,720
43,0,0,910,55,86,24,1.5,720
44,1,1,910,55,86,24,1.5,720
44,1,0,910,55,86,24,1.5,720
44,0,1,910,55,86,24,1.5,720
44,0,0,910,55,86,24,1.5,720
44,0,0,910,55,86,24,1.5,720
44,0,0,910,55,86,24,1.5,720
44,0,0,910,55,86,24,1.5,720
44,0,0,910,55,86,24,1.5,720
45,1,1,910,55,86,24,1.5,720
45,1,0,910,55,86,24,1.5,720
45,0,1,910,55,86,24,1.5,720
45,0,0,910,55,86,24,1.5,720
45,0,0,910,55,86,24,1.5,720
45,0,0,910,55,86,24,1.5,720
45,0,0,910,55,86,24,1.5,720
45,0,0,910,55,86,24,1.5,720
47,1,1,910,55,86,24,1.5,720
47,1,0,910,55,86,24,1.5,720
47,0,1,910,55,86,24,1.5,720
47,0,0,910,55,86,24,1.5,720
47,0,0,910,55,86,24,1.5,720
47,0,0,910,55,86,24,1.5,720
47,0,0,910,55,86,24,1.5,720
47,0,0,910,55,86,24,1.5,720
49,1,1,910,55,86,24,1.5,720
49,1,0,910,55,86,24,1.5,720
49,0,1,910,55,86,24,1.5,720
49,0,0,910,55,86,24,1.5,720
49,0,0,910,55,86,24,1.5,720
49,0,0,910,55,86,24,1.5,720
49,0,0,910,55,86,24,1.5,720
49,0,0,910,55,86,24,1.5,720
50,1,1,910,55,86,24,1.5,720
50,1,0,910,55,86,24,1.5,720
50,0,1,910,55,86,24,1.5,720
50,0,0,910,55,86,24,1.5,720
50,0,0,910,55,86,24,1.5,720
50,0,0,910,55,86,24,1.5,720
50,0,0,910,55,86,24,1.5,720
50,0,0,910,55,86,24,1.5,720
51,1,1,910,55,86,24,1.5,720
51,1,0,910,55,86,24,1.5,720
51,0,1,910,55,86,24,1.5,720
51,0,0,910,55,86,24,1.5,720
51,0,0,910,55,86,24,1.5,720
51,0,0,910,55,86,24,1.5,720
51,0,0,910,55,86,24,1.5,720
51,0,0,910,55,86,24,1.5,720
52,1,1,910,55,86,24,1.5,720
52,1,0,910,55,86,24,1.5,720
52,0,1,910,55,86,24,1.5,720
52,0,0,910,55,86,24,1.5,720
52,0,0,910,55,86,24,1.5,720
52,0,0,910,55,86,24,1.5,720
52,0,0,910,55,86,24,1.5,720
52,0,0,910,55,86,24,1.5,720
53,1,1,910,55,86,24,1.5,720
53,1,0,910,55,86,24,1.5,720
53,0,1,910,55,86,24,1.5,720
53,0,0,910,55,86,24,1.5,720
53,0,0,910,55,86,24,1.5,720
53,0,0,910,55,86,24,1.5,720
53,0,0,910,55,86,24,1.5,720
53,0,0,910,55,86,24,1.5,720
55,1,1,910,55,86,24,1.5,720
55,1,0,910,55,86,24,1.5,720
55,0,1,910,55,86,24,1.5,720
55,0,0,910,55,86,24,1.5,720
55,0,0,910,55,86,24,1.5,720
55,0,0,910,55,86,24,1.5,720
55,0,0,910,55,86,24,1.5,720
55,0,0,910,55,86,24,1.5,720
56,1,1,910,55,86,24,1.5,720
56,1,0,910,55,86,24,1.5,720
56,0,1,910,55,86,24,1.5,720
56,0,0,910,55,86,24,1.5,720
56,0,0,910,55,86,24,1.5,720
56,0,0,910,55,86,24,1.5,720
56,0,0,910,55,86,24,1.5,720
56,0,0,910,55,86,24,1.5,720
57,1,1,910,55,86,24,1.5,720
57,1,0,910,55,86,24,1.5,720
57,0,1,910,55,86,24,1.5,720
57,0,0,910,55,86,24,1.5,720
57,0,0,910,55,86,24,1.5,720
57,0,0,910,55,86,24,1.5,720
57,0,0,910,55,86,24,1.5,720
57,0,0,910,55,86,24,1.5,720
58,1,1,910,55,86,24,1.5,720
58,1,0,910,55,86,24,1.5,720
58,0,1,910,55,86,24,1.5,720
58,0,0,910,55,86,24,1.5,720
58,0,0,910,55,86,24,1.5,720
