TrapCoded,RESTUANS,PIPIENS,DaylightMinutes,DewPoint,Tmax,Week,Dist_to_Closest_Spray,Days_Since_Spray
70,1,1,906,47,63,23,1.5,720
85,1,1,906,47,63,23,1.5,720
85,1,0,906,47,63,23,1.5,720
85,0,1,906,47,63,23,1.5,720
87,1,1,906,47,63,23,1.5,720
87,1,0,906,47,63,23,1.5,720
88,1,1,906,47,63,23,1.5,720
88,1,0,906,47,63,23,1.5,720
91,1,0,906,47,63,23,1.5,720
92,1,1,906,47,63,23,1.5,720
92,1,0,906,47,63,23,1.5,720
93,1,0,906,47,63,23,1.5,720
95,1,1,906,47,63,23,1.5,720
96,1,0,906,47,63,23,1.5,720
97,1,1,906,47,63,23,1.5,720
97,1,0,906,47,63,23,1.5,720
98,1,0,906,47,63,23,1.5,720
100,1,0,906,47,63,23,1.5,720
104,1,1,906,47,63,23,1.5,720
104,1,0,906,47,63,23,1.5,720
108,1,1,906,47,63,23,1.5,720
114,1,1,906,47,63,23,1.5,720
114,1,0,906,47,63,23,1.5,720
116,1,0,906,47,63,23,1.5,720
1,1,1,913,69,91,26,1.5,720
1,1,0,913,69,91,26,1.5,720
1,0,0,913,69,91,26,1.5,720
6,1,1,913,69,92,26,1.5,720
6,1,0,913,69,92,26,1.5,720
13,1,0,913,69,92,26,1.5,720
32,1,1,913,69,91,26,1.5,720
32,1,0,913,69,91,26,1.5,720
33,1,1,913,69,91,26,1.5,720
33,1,0,913,69,91,26,1.5,720
35,1,1,913,69,91,26,1.5,720
36,1,0,913,69,91,26,1.5,720
37,1,0,913,69,91,26,1.5,720
65,1,1,913,69,91,26,1.5,720
65,1,0,913,69,91,26,1.5,720
74,1,0,913,69,91,26,1.5,720
84,1,1,913,69,91,26,1.5,720
84,1,0,913,69,91,26,1.5,720
89,1,1,913,69,92,26,1.5,720
89,1,0,913,69,92,26,1.5,720
94,1,1,913,69,91,26,1.5,720
94,1,0,913,69,91,26,1.5,720
9,1,1,913,69,92,26,1.5,720
9,1,0,913,69,92,26,1.5,720
14,1,1,913,69,92,26,1.5,720
14,1,0,913,69,92,26,1.5,720
17,1,0,913,69,91,26,1.5,720
18,1,1,913,69,91,26,1.5,720
20,1,1,913,69,91,26,1.5,720
20,1,0,913,69,91,26,1.5,720
23,1,1,913,69,91,26,1.5,720
23,1,0,913,69,91,26,1.5,720
68,1,1,913,69,91,26,1.5,720
68,1,0,913,69,91,26,1.5,720
68,0,1,913,69,91,26,1.5,720
85,1,1,913,69,91,26,1.5,720
85,1,0,913,69,91,26,1.5,720
85,0,1,913,69,91,26,1.5,720
87,1,1,913,69,91,26,1.5,720
87,1,0,913,69,91,26,1.5,720
88,1,0,913,69,91,26,1.5,720
91,1,0,913,69,91,26,1.5,720
92,1,0,913,69,91,26,1.5,720
93,1,0,913,69,91,26,1.5,720
96,1,0,913,69,91,26,1.5,720
97,1,1,913,69,91,26,1.5,720
97,1,0,913,69,91,26,1.5,720
104,1,1,913,69,91,26,1.5,720
104,1,0,913,69,91,26,1.5,720
116,1,0,913,69,91,26,1.5,720
0,1,1,913,69,91,26,1.5,720
2,1,0,913,69,91,26,1.5,720
5,1,1,913,69,92,26,1.5,720
5,1,0,913,69,92,26,1.5,720
7,1,0,913,69,92,26,1.5,720
10,1,1,913,69,91,26,1.5,720
24,1,0,913,69,91,26,1.5,720
27,1,0,913,69,91,26,1.5,720
29,1,1,913,69,91,26,1.5,720
29,1,0,913,69,91,26,1.5,720
30,1,0,913,69,91,26,1.5,720
34,1,1,913,69,91,26,1.5,720
34,1,0,913,69,91,26,1.5,720
38,1,1,913,69,91,26,1.5,720
64,1,0,913,69,91,26,1.5,720
66,0,1,913,69,91,26,1.5,720
107,1,1,913,69,91,26,1.5,720
107,1,0,913,69,91,26,1.5,720
115,1,0,913,69,91,26,1.5,720
1,1,1,912,56,71,26,1.5,720
13,1,1,912,55,70,26,1.5,720
13,1,0,912,55,70,26,1.5,720
33,1,0,912,56,71,26,1.5,720
39,1,1,912,56,71,26,1.5,720
65,1,0,912,56,71,26,1.5,720
65,0,1,912,56,71,26,1.5,720
69,1,1,912,56,71,26,1.5,720
74,1,0,912,56,71,26,1.5,720
89,1,0,912,55,70,26,1.5,720
94,1,1,912,56,71,26,1.5,720
94,1,0,912,56,71,26,1.5,720
99,1,0,912,56,71,26,1.5,720
14,1,1,912,55,70,26,1.5,720
20,1,1,912,56,71,26,1.5,720
20,1,0,912,56,71,26,1.5,720
22,0,1,912,56,71,26,1.5,720
67,1,0,912,56,71,26,1.5,720
68,1,1,912,56,71,26,1.5,720
68,1,0,912,56,71,26,1.5,720
68,0,1,912,56,71,26,1.5,720
85,1,0,912,56,71,26,1.5,720
87,1,0,912,56,71,26,1.5,720
88,1,0,912,56,71,26,1.5,720
91,1,0,912,56,71,26,1.5,720
92,1,0,912,56,71,26,1.5,720
96,1,0,912,56,71,26,1.5,720
97,1,1,912,56,71,26,1.5,720
97,1,0,912,56,71,26,1.5,720
104,1,0,912,56,71,26,1.5,720
114,1,0,912,56,71,26,1.5,720
5,1,0,912,55,70,26,1.5,720
10,1,1,912,56,71,26,1.5,720
30,1,1,912,56,71,26,1.5,720
30,1,0,912,56,71,26,1.5,720
64,1,1,912,56,71,26,1.5,720
64,0,1,912,56,71,26,1.5,720
11,1,1,912,56,71,26,1.5,720
12,1,0,912,56,71,26,1.5,720
16,1,0,912,56,71,26,1.5,720
21,1,1,912,56,71,26,1.5,720
21,1,0,912,56,71,26,1.5,720
63,1,1,912,56,71,26,1.5,720
63,1,0,912,56,71,26,1.5,720
90,1,1,912,56,71,26,1.5,720
106,1,1,912,56,71,26,1.5,720
1,1,1,911,50,77,27,1.5,720
1,1,0,911,50,77,27,1.5,720
6,1,1,911,50,79,27,1.5,720
6,1,0,911,50,79,27,1.5,720
13,1,1,911,50,79,27,1.5,720
32,1,1,911,50,77,27,1.5,720
32,1,0,911,50,77,27,1.5,720
33,1,1,911,50,77,27,1.5,720
33,1,0,911,50,77,27,1.5,720
35,1,0,911,50,77,27,1.5,720
39,1,1,911,50,77,27,1.5,720
39,1,0,911,50,77,27,1.5,720
65,1,1,911,50,77,27,1.5,720
65,1,0,911,50,77,27,1.5,720
74,1,1,911,50,77,27,1.5,720
74,1,0,911,50,77,27,1.5,720
74,0,1,911,50,77,27,1.5,720
84,1,1,911,50,77,27,1.5,720
84,1,0,911,50,77,27,1.5,720
94,1,0,911,50,77,27,1.5,720
8,1,0,911,50,79,27,1.5,720
9,1,1,911,50,79,27,1.5,720
14,1,0,911,50,79,27,1.5,720
17,1,0,911,50,77,27,1.5,720
20,1,1,911,50,77,27,1.5,720
20,1,0,911,50,77,27,1.5,720
20,0,1,911,50,77,27,1.5,720
67,1,1,911,50,77,27,1.5,720
68,1,1,911,50,77,27,1.5,720
68,1,0,911,50,77,27,1.5,720
70,1,0,911,50,77,27,1.5,720
85,1,1,911,50,77,27,1.5,720
85,1,0,911,50,77,27,1.5,720
85,0,0,911,50,77,27,1.5,720
88,1,1,911,50,77,27,1.5,720
88,1,0,911,50,77,27,1.5,720
91,0,0,911,50,77,27,1.5,720
92,1,0,911,50,77,27,1.5,720
95,1,1,911,50,77,27,1.5,720
95,1,0,911,50,77,27,1.5,720
97,1,1,911,50,77,27,1.5,720
97,1,0,911,50,77,27,1.5,720
98,1,1,911,50,77,27,1.5,720
100,1,1,911,50,77,27,1.5,720
104,1,1,911,50,77,27,1.5,720
104,1,0,911,50,77,27,1.5,720
114,1,1,911,50,77,27,1.5,720
2,1,0,911,50,77,27,1.5,720
5,1,0,911,50,79,27,1.5,720
7,1,1,911,50,79,27,1.5,720
7,1,0,911,50,79,27,1.5,720
10,0,0,911,50,77,27,1.5,720
27,1,1,911,50,77,27,1.5,720
27,1,0,911,50,77,27,1.5,720
30,1,1,911,50,77,27,1.5,720
34,1,1,911,50,77,27,1.5,720
34,1,0,911,50,77,27,1.5,720
38,1,1,911,50,77,27,1.5,720
64,1,1,911,50,77,27,1.5,720
66,1,1,911,50,77,27,1.5,720
107,1,1,911,50,77,27,1.5,720
107,1,0,911,50,77,27,1.5,720
11,1,1,911,50,77,27,1.5,720
11,1,0,911,50,77,27,1.5,720
12,1,1,911,50,77,27,1.5,720
12,1,0,911,50,77,27,1.5,720
16,1,1,911,50,77,27,1.5,720
21,1,1,911,50,77,27,1.5,720
21,1,0,911,50,77,27,1.5,720
4,1,1,911,50,77,27,1.5,720
15,1,1,911,50,77,27,1.5,720
31,1,1,911,50,77,27,1.5,720
31,1,0,911,50,77,27,1.5,720
73,1,1,911,50,77,27,1.5,720
1,1,1,902,51,77,28,1.5,720
1,1,0,902,51,77,28,1.5,720
1,0,1,902,51,77,28,1.5,720
6,1,1,902,51,77,28,1.5,720
13,1,1,902,51,77,28,1.5,720
13,1,0,902,51,77,28,1.5,720
13,1,0,902,51,77,28,1.5,720
32,1,1,902,51,77,28,1.5,720
32,1,0,902,51,77,28,1.5,720
33,1,1,902,51,77,28,1.5,720
33,1,0,902,51,77,28,1.5,720
33,0,1,902,51,77,28,1.5,720
35,1,1,902,51,77,28,1.5,720
35,1,0,902,51,77,28,1.5,720
36,1,1,902,51,77,28,1.5,720
36,1,0,902,51,77,28,1.5,720
39,1,1,902,51,77,28,1.5,720
39,1,0,902,51,77,28,1.5,720
65,1,1,902,51,77,28,1.5,720
65,1,1,902,51,77,28,1.5,720
65,1,1,902,51,77,28,1.5,720
65,1,0,902,51,77,28,1.5,720
65,1,0,902,51,77,28,1.5,720
65,0,1,902,51,77,28,1.5,720
65,0,0,902,51,77,28,1.5,720
65,0,0,902,51,77,28,1.5,720
69,1,1,902,51,77,28,1.5,720
69,0,1,902,51,77,28,1.5,720
71,1,1,902,51,77,28,1.5,720
74,1,1,902,51,77,28,1.5,720
74,1,0,902,51,77,28,1.5,720
74,0,1,902,51,77,28,1.5,720
89,1,0,902,51,77,28,1.5,720
94,1,1,902,51,77,28,1.5,720
94,1,0,902,51,77,28,1.5,720
94,0,0,902,51,77,28,1.5,720
8,1,1,902,51,77,28,1.5,720
8,1,0,902,51,77,28,1.5,720
9,1,1,902,51,77,28,1.5,720
9,1,0,902,51,77,28,1.5,720
9,1,0,902,51,77,28,1.5,720
9,0,1,902,51,77,28,1.5,720
14,1,1,902,51,77,28,1.5,720
14,1,1,902,51,77,28,1.5,720
14,1,0,902,51,77,28,1.5,720
14,1,0,902,51,77,28,1.5,720
14,0,1,902,51,77,28,1.5,720
17,1,1,902,51,77,28,1.5,720
18,1,1,902,51,77,28,1.5,720
18,1,0,902,51,77,28,1.5,720
20,1,1,902,51,77,28,1.5,720
20,1,0,902,51,77,28,1.5,720
22,1,0,902,51,77,28,1.5,720
23,1,1,902,51,77,28,1.5,720
67,1,1,902,51,77,28,1.5,720
67,1,0,902,51,77,28,1.5,720
68,1,1,902,51,77,28,1.5,720
68,1,0,902,51,77,28,1.5,720
70,1,1,902,51,77,28,1.5,720
70,0,1,902,51,77,28,1.5,720
85,1,1,902,51,77,28,1.5,720
85,1,0,902,51,77,28,1.5,720
85,0,1,902,51,77,28,1.5,720
87,1,1,902,51,77,28,1.5,720
88,1,1,902,51,77,28,1.5,720
88,1,0,902,51,77,28,1.5,720
91,1,1,902,51,77,28,1.5,720
91,1,0,902,51,77,28,1.5,720
92,1,1,902,51,77,28,1.5,720
92,1,0,902,51,77,28,1.5,720
92,0,1,902,51,77,28,1.5,720
96,1,1,902,51,77,28,1.5,720
97,1,1,902,51,77,28,1.5,720
97,1,0,902,51,77,28,1.5,720
104,1,1,902,51,77,28,1.5,720
104,1,1,902,51,77,28,1.5,720
104,1,0,902,51,77,28,1.5,720
104,0,1,902,51,77,28,1.5,720
108,1,0,902,51,77,28,1.5,720
114,1,1,902,51,77,28,1.5,720
114,1,0,902,51,77,28,1.5,720
0,1,1,902,51,77,28,1.5,720
2,1,1,902,51,77,28,1.5,720
5,1,1,902,51,77,28,1.5,720
5,1,0,902,51,77,28,1.5,720
7,1,1,902,51,77,28,1.5,720
7,1,0,902,51,77,28,1.5,720
7,0,1,902,51,77,28,1.5,720
27,1,1,902,51,77,28,1.5,720
30,1,1,902,51,77,28,1.5,720
30,1,0,902,51,77,28,1.5,720
34,1,1,902,51,77,28,1.5,720
34,0,1,902,51,77,28,1.5,720
64,1,1,902,51,77,28,1.5,720
66,1,1,902,51,77,28,1.5,720
66,1,0,902,51,77,28,1.5,720
107,1,1,902,51,77,28,1.5,720
107,1,0,902,51,77,28,1.5,720
11,1,1,902,51,77,28,1.5,720
11,1,0,902,51,77,28,1.5,720
12,1,1,902,51,77,28,1.5,720
12,1,0,902,51,77,28,1.5,720
21,1,1,902,51,77,28,1.5,720
21,1,0,902,51,77,28,1.5,720
21,0,1,902,51,77,28,1.5,720
63,1,1,902,51,77,28,1.5,720
63,1,0,902,51,77,28,1.5,720
63,0,1,902,51,77,28,1.5,720
106,1,1,902,51,77,28,1.5,720
106,0,1,902,51,77,28,1.5,720
3,1,1,902,51,77,28,1.5,720
25,1,1,902,51,77,28,1.5,720
26,1,1,902,51,77,28,1.5,720
28,1,1,902,51,77,28,1.5,720
41,1,1,902,51,77,28,1.5,720
41,0,1,902,51,77,28,1.5,720
42,1,1,902,51,77,28,1.5,720
42,0,1,902,51,77,28,1.5,720
43,0,1,902,51,77,28,1.5,720
45,1,1,902,51,77,28,1.5,720
45,0,1,902,51,77,28,1.5,720
45,0,0,902,51,77,28,1.5,720
46,1,1,902,51,77,28,1.5,720
47,1,1,902,51,77,28,1.5,720
48,1,1,902,51,77,28,1.5,720
48,1,0,902,51,77,28,1.5,720
48,1,0,902,51,77,28,1.5,720
49,1,1,902,51,77,28,1.5,720
50,1,1,902,51,77,28,1.5,720
52,1,1,902,51,77,28,1.5,720
52,1,0,902,51,77,28,1.5,720
53,1,0,902,51,77,28,1.5,720
54,0,0,902,51,77,28,1.5,720
55,1,0,902,51,77,28,1.5,720
56,1,0,902,51,77,28,1.5,720
58,1,1,902,51,77,28,1.5,720
58,1,0,902,51,77,28,1.5,720
59,1,1,902,51,77,28,1.5,720
59,1,0,902,51,77,28,1.5,720
60,1,1,902,51,77,28,1.5,720
60,1,0,902,51,77,28,1.5,720
61,1,1,902,51,77,28,1.5,720
61,1,0,902,51,77,28,1.5,720
61,0,1,902,51,77,28,1.5,720
62,1,1,902,51,77,28,1.5,720
62,1,0,902,51,77,28,1.5,720
81,1,1,902,51,77,28,1.5,720
81,1,0,902,51,77,28,1.5,720
101,1,1,902,51,77,28,1.5,720
1,1,1,892,69,85,29,1.5,720
1,1,0,892,69,85,29,1.5,720
1,0,1,892,69,85,29,1.5,720
6,1,0,892,68,85,29,1.5,720
6,0,1,892,68,85,29,1.5,720
13,1,0,892,68,85,29,1.5,720
13,0,1,892,68,85,29,1.5,720
32,1,1,892,69,85,29,1.5,720
32,0,1,892,69,85,29,1.5,720
33,1,1,892,69,85,29,1.5,720
33,1,1,892,69,85,29,1.5,720
33,1,0,892,69,85,29,1.5,720
33,0,1,892,69,85,29,1.5,720
35,1,1,892,69,85,29,1.5,720
35,1,0,892,69,85,29,1.5,720
36,1,1,892,69,85,29,1.5,720
37,1,1,892,69,85,29,1.5,720
39,1,1,892,69,85,29,1.5,720
39,1,0,892,69,85,29,1.5,720
65,1,1,892,69,85,29,1.5,720
65,1,0,892,69,85,29,1.5,720
69,1,1,892,69,85,29,1.5,720
69,0,1,892,69,85,29,1.5,720
84,1,0,892,69,85,29,1.5,720
89,1,1,892,68,85,29,1.5,720
89,1,0,892,68,85,29,1.5,720
94,1,1,892,69,85,29,1.5,720
94,1,0,892,69,85,29,1.5,720
99,1,1,892,69,85,29,1.5,720
9,1,1,892,68,85,29,1.5,720
9,1,0,892,68,85,29,1.5,720
14,1,1,892,68,85,29,1.5,720
14,1,1,892,68,85,29,1.5,720
14,1,0,892,68,85,29,1.5,720
17,1,0,892,69,85,29,1.5,720
18,1,1,892,69,85,29,1.5,720
18,1,1,892,69,85,29,1.5,720
20,1,0,892,69,85,29,1.5,720
20,1,0,892,69,85,29,1.5,720
20,0,1,892,69,85,29,1.5,720
22,1,1,892,69,85,29,1.5,720
22,0,1,892,69,85,29,1.5,720
23,1,1,892,69,85,29,1.5,720
87,1,1,892,69,85,29,1.5,720
88,1,1,892,69,85,29,1.5,720
92,1,1,892,69,85,29,1.5,720
92,0,1,892,69,85,29,1.5,720
92,0,0,892,69,85,29,1.5,720
93,1,1,892,69,85,29,1.5,720
96,1,1,892,69,85,29,1.5,720
96,1,0,892,69,85,29,1.5,720
97,1,1,892,69,85,29,1.5,720
97,1,0,892,69,85,29,1.5,720
97,0,1,892,69,85,29,1.5,720
98,1,0,892,69,85,29,1.5,720
114,1,1,892,69,85,29,1.5,720
114,1,0,892,69,85,29,1.5,720
114,0,1,892,69,85,29,1.5,720
116,1,1,892,69,85,29,1.5,720
116,0,1,892,69,85,29,1.5,720
0,0,1,892,69,85,29,1.5,720
2,1,1,892,69,85,29,1.5,720
2,0,1,892,69,85,29,1.5,720
5,1,0,892,68,85,29,1.5,720
7,1,1,892,68,85,29,1.5,720
7,1,0,892,68,85,29,1.5,720
7,0,1,892,68,85,29,1.5,720
10,1,1,892,69,85,29,1.5,720
27,1,1,892,69,85,29,1.5,720
27,0,1,892,69,85,29,1.5,720
30,1,1,892,69,85,29,1.5,720
34,1,0,892,69,85,29,1.5,720
38,1,1,892,69,85,29,1.5,720
11,1,1,892,69,85,29,1.5,720
12,1,0,892,69,85,29,1.5,720
21,1,1,892,69,85,29,1.5,720
21,1,1,892,69,85,29,1.5,720
21,1,0,892,69,85,29,1.5,720
21,0,1,892,69,85,29,1.5,720
63,1,1,892,69,85,29,1.5,720
90,1,1,892,69,85,29,1.5,720
90,1,0,892,69,85,29,1.5,720
15,1,0,892,69,85,29,1.5,720
31,1,1,892,69,85,29,1.5,720
31,1,0,892,69,85,29,1.5,720
25,1,1,892,69,85,29,1.5,720
26,1,1,892,69,85,29,1.5,720
26,1,0,892,69,85,29,1.5,720
26,1,0,892,69,85,29,1.5,720
26,0,1,892,69,85,29,1.5,720
26,0,0,892,69,85,29,1.5,720
28,1,1,892,69,85,29,1.5,720
41,1,0,892,69,85,29,1.5,720
42,1,1,892,69,85,29,1.5,720
43,1,1,892,69,85,29,1.5,720
43,1,0,892,69,85,29,1.5,720
43,0,1,892,69,85,29,1.5,720
45,1,1,892,69,85,29,1.5,720
45,0,1,892,69,85,29,1.5,720
44,1,1,892,69,85,29,1.5,720
44,0,1,892,69,85,29,1.5,720
82,1,1,892,69,85,29,1.5,720
86,1,1,892,69,85,29,1.5,720
86,1,0,892,69,85,29,1.5,720
86,1,0,892,69,85,29,1.5,720
86,0,0,892,69,85,29,1.5,720
109,1,1,892,69,85,29,1.5,720
109,1,1,892,69,85,29,1.5,720
109,1,0,892,69,85,29,1.5,720
109,1,0,892,69,85,29,1.5,720
109,0,1,892,69,85,29,1.5,720
109,0,0,892,69,85,29,1.5,720
110,1,1,892,69,85,29,1.5,720
110,1,0,892,69,85,29,1.5,720
110,0,1,892,69,85,29,1.5,720
111,1,1,892,69,85,29,1.5,720
111,1,0,892,69,85,29,1.5,720
111,0,1,892,69,85,29,1.5,720
112,1,1,892,69,85,29,1.5,720
112,1,1,892,69,85,29,1.5,720
112,1,0,892,69,85,29,1.5,720
112,0,1,892,69,85,29,1.5,720
113,1,1,892,69,85,29,1.5,720
113,1,1,892,69,85,29,1.5,720
113,1,0,892,69,85,29,1.5,720
113,0,1,892,69,85,29,1.5,720
69,0,1,890,62,82,29,1.5,720
91,1,1,890,62,82,29,1.5,720
95,1,0,890,62,82,29,1.5,720
34,1,0,890,62,82,29,1.5,720
12,0,1,890,62,82,29,1.5,720
25,1,1,890,62,82,29,1.5,720
42,0,1,890,62,82,29,1.5,720
43,0,0,890,62,82,29,1.5,720
45,1,1,890,62,82,29,1.5,720
46,1,0,890,62,82,29,1.5,720
50,0,1,890,62,82,29,1.5,720
53,1,0,890,62,82,29,1.5,720
81,1,1,890,62,82,29,1.5,720
44,1,1,890,62,82,29,1.5,720
86,1,1,890,62,82,29,1.5,720
86,1,0,890,62,82,29,1.5,720
86,0,1,890,62,82,29,1.5,720
86,0,0,890,62,82,29,1.5,720
109,1,1,890,62,82,29,1.5,720
109,1,1,890,62,82,29,1.5,720
109,1,0,890,62,82,29,1.5,720
109,0,1,890,62,82,29,1.5,720
109,0,1,890,62,82,29,1.5,720
110,1,1,890,62,82,29,1.5,720
110,0,1,890,62,82,29,1.5,720
111,1,1,890,62,82,29,1.5,720
111,1,1,890,62,82,29,1.5,720
111,1,0,890,62,82,29,1.5,720
111,0,1,890,62,82,29,1.5,720
112,1,1,890,62,82,29,1.5,720
112,1,1,890,62,82,29,1.5,720
112,1,1,890,62,82,29,1.5,720
112,1,0,890,62,82,29,1.5,720
112,0,1,890,62,82,29,1.5,720
112,0,0,890,62,82,29,1.5,720
113,1,1,890,62,82,29,1.5,720
113,1,0,890,62,82,29,1.5,720
113,0,1,890,62,82,29,1.5,720
113,0,0,890,62,82,29,1.5,720
82,1,1,880,60,83,30,1.5,720
82,1,1,880,60,83,30,1.5,720
82,1,1,880,60,83,30,1.5,720
82,0,1,880,60,83,30,1.5,720
82,0,1,880,60,83,30,1.5,720
82,0,1,880,60,83,30,1.5,720
82,0,1,880,60,83,30,1.5,720
82,0,1,880,60,83,30,1.5,720
82,0,0,880,60,83,30,1.5,720
82,0,0,880,60,83,30,1.5,720
86,1,1,880,60,83,30,1.5,720
86,1,1,880,60,83,30,1.5,720
86,1,1,880,60,83,30,1.5,720
86,1,1,880,60,83,30,1.5,720
86,0,1,880,60,83,30,1.5,720
86,0,1,880,60,83,30,1.5,720
86,0,1,880,60,83,30,1.5,720
80,1,1,880,60,83,30,1.5,720
80,0,1,880,60,83,30,1.5,720
83,1,1,880,60,83,30,1.5,720
83,1,1,880,60,83,30,1.5,720
83,1,0,880,60,83,30,1.5,720
83,0,1,880,60,83,30,1.5,720
83,0,1,880,60,83,30,1.5,720
83,0,0,880,60,83,30,1.5,720
1,1,1,877,67,83,30,1.5,720
1,1,0,877,67,83,30,1.5,720
1,0,1,877,67,83,30,1.5,720
6,1,1,877,68,83,30,1.5,720
13,1,1,877,68,83,30,1.5,720
13,1,0,877,68,83,30,1.5,720
13,1,0,877,68,83,30,1.5,720
32,1,1,877,67,83,30,1.5,720
32,1,0,877,67,83,30,1.5,720
33,1,1,877,67,83,30,1.5,720
33,1,0,877,67,83,30,1.5,720
33,0,1,877,67,83,30,1.5,720
35,1,1,877,67,83,30,1.5,720
35,1,0,877,67,83,30,1.5,720
36,1,1,877,67,83,30,1.5,720
36,1,0,877,67,83,30,1.5,720
39,1,0,877,67,83,30,1.5,720
84,1,1,877,67,83,30,1.5,720
89,1,0,877,68,83,30,1.5,720
94,1,1,877,67,83,30,1.5,720
94,1,0,877,67,83,30,1.5,720
8,1,1,877,68,83,30,1.5,720
8,1,0,877,68,83,30,1.5,720
8,0,1,877,68,83,30,1.5,720
9,1,1,877,68,83,30,1.5,720
9,1,0,877,68,83,30,1.5,720
14,1,1,877,68,83,30,1.5,720
18,1,1,877,67,83,30,1.5,720
20,1,1,877,67,83,30,1.5,720
20,1,0,877,67,83,30,1.5,720
22,1,1,877,67,83,30,1.5,720
87,1,1,877,67,83,30,1.5,720
87,1,0,877,67,83,30,1.5,720
88,1,1,877,67,83,30,1.5,720
88,1,0,877,67,83,30,1.5,720
91,1,1,877,67,83,30,1.5,720
91,1,0,877,67,83,30,1.5,720
92,1,1,877,67,83,30,1.5,720
97,1,1,877,67,83,30,1.5,720
97,1,0,877,67,83,30,1.5,720
98,1,1,877,67,83,30,1.5,720
114,1,1,877,67,83,30,1.5,720
116,1,1,877,67,83,30,1.5,720
116,1,0,877,67,83,30,1.5,720
2,1,1,877,67,83,30,1.5,720
2,1,0,877,67,83,30,1.5,720
5,1,1,877,68,83,30,1.5,720
5,1,0,877,68,83,30,1.5,720
7,1,1,877,68,83,30,1.5,720
7,1,0,877,68,83,30,1.5,720
10,1,1,877,67,83,30,1.5,720
10,1,0,877,67,83,30,1.5,720
27,1,1,877,67,83,30,1.5,720
27,1,0,877,67,83,30,1.5,720
30,1,1,877,67,83,30,1.5,720
30,0,1,877,67,83,30,1.5,720
34,1,0,877,67,83,30,1.5,720
38,1,1,877,67,83,30,1.5,720
115,1,1,877,67,83,30,1.5,720
115,1,0,877,67,83,30,1.5,720
11,1,1,877,67,83,30,1.5,720
16,1,1,877,67,83,30,1.5,720
21,1,1,877,67,83,30,1.5,720
21,1,0,877,67,83,30,1.5,720
90,1,1,877,67,83,30,1.5,720
3,1,0,877,67,83,30,1.5,720
25,1,1,877,67,83,30,1.5,720
25,1,0,877,67,83,30,1.5,720
28,1,1,877,67,83,30,1.5,720
42,1,1,877,67,83,30,1.5,720
42,1,0,877,67,83,30,1.5,720
46,1,1,877,67,83,30,1.5,720
47,1,1,877,67,83,30,1.5,720
47,1,0,877,67,83,30,1.5,720
49,1,1,877,67,83,30,1.5,720
49,1,0,877,67,83,30,1.5,720
50,1,0,877,67,83,30,1.5,720
52,1,1,877,67,83,30,1.5,720
81,1,1,877,67,83,30,1.5,720
101,1,1,877,67,83,30,1.5,720
